id,Country,Namespace,Reporting year,Network,Network name,Measurement station,Station EoI code,Measurement station name,Sampling point,Used for AQD,Data aggregation process,Data reporting metric,Objective type,Protection target,Air pollutant,Air pollution level,Exceedance threshold,Unit,Data coverage [%],Data verification,Type of station,Area of station,Latitude of station,Longitude of station,Zone code,Zone description,Type of zone
2014#Romania.PM10.P1Y.MO.SPO-RO0198A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0198A,RO0198A,"TM-6",SPO-RO0198A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,21.73,,ug.m-3,56.16,Verified,Background,Suburban,45.257939,21.266975,,,
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0158A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0158A,RO0158A,"HD-5",SPO-RO0158A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,2,50,count,74.79,Verified,Industrial,Urban,45.37313,23.2786,RO42399,Hunedoara,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0208A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0208A,RO0208A,"GR-2",SPO-RO0208A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,93.55,Verified,Background,Urban,43.895522,25.956497,RO31499,Giurgiu,Non-agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0208A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0208A,RO0208A,"GR-2",SPO-RO0208A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,29.23,30,ugNO2.m-3,89.39,Verified,Background,Urban,43.895522,25.956497,,,
2014#Romania.PM2.5.P1Y.LV-S2.SPO-RO0153A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO039A,"Harghita_RNMCA",STA-RO0153A,RO0153A,"HR-1",SPO-RO0153A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (Stage II) for reporting PM2.5 only,Health,PM2.5,18.29,,ug.m-3,90.14,Verified,Background,Rural-Regional,46.326618,25.811356,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0068A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0068A,RO0068A,"B4 Berceni",SPO-RO0068A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.75,5,ng.m-3,81.1,Verified,Industrial,Urban,44.395836,26.148348,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0070A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0070A,RO0070A,"B6 Cercul Militar",SPO-RO0070A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0.01,0.5,ug.m-3,84.38,Verified,Traffic,Urban,44.42889,26.120836,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0071A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0071A,RO0071A,"B7 Magurele",SPO-RO0071A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0.01,0.5,ug.m-3,67.95,Verified,Background,Suburban,44.348888,26.033613,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0092A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0.01,0.5,ug.m-3,92.6,Verified,Background,Urban,46.064224,23.563482,,,
2014#Romania.As in PM10.P1Y.TV.SPO-RO0092A_05018_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_05018_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,As in PM10,0.69,6,ng.m-3,92.6,Verified,Background,Urban,46.064224,23.563482,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0108A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO025A,"Bihor_RNMCA",STA-RO0108A,RO0108A,"BH-2",SPO-RO0108A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0,0.5,ug.m-3,80.27,Verified,Industrial,Urban,47.097504,21.901402,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0131A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0131A,RO0131A,"CT-1",SPO-RO0131A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.32,5,ng.m-3,64.11,Verified,Traffic,Urban,44.177952,28.636391,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0137A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0137A,RO0137A,"CT-7",SPO-RO0137A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.41,5,ng.m-3,67.95,Verified,Industrial,Urban,44.248325,28.26123,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0154A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0.01,0.5,ug.m-3,80.82,Verified,Industrial,Urban,45.871384,22.908752,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0174A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,1.7,5,ng.m-3,82.74,Verified,Industrial,Urban,44.429447,24.351112,,,
2014#Romania.Ni in PM10.P1Y.TV.SPO-RO0174A_05015_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_05015_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Ni in PM10,3.14,10,ng.m-3,49.32,Verified,Industrial,Urban,44.429447,24.351112,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0175A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0175A,RO0175A,"PH-1",SPO-RO0175A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.62,5,ng.m-3,89.04,Verified,Traffic,Urban,44.941032,25.998533,,,
2014#Romania.As in PM10.P1Y.TV.SPO-RO0175A_05018_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0175A,RO0175A,"PH-1",SPO-RO0175A_05018_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,As in PM10,0.62,6,ng.m-3,89.04,Verified,Traffic,Urban,44.941032,25.998533,,,
2014#Romania.Ni in PM10.P1Y.TV.SPO-RO0182A_05015_100,Romania,RO.ANPM.AQ,2014,NET-RO049A,"Satu Mare_RNMCA",STA-RO0182A,RO0182A,"SM-1",SPO-RO0182A_05015_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Ni in PM10,4.22,10,ng.m-3,62.47,Verified,Background,Urban,47.799683,22.877022,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0200A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0200A,RO0200A,"TL-1",SPO-RO0200A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.4,5,ng.m-3,68.49,Verified,Traffic,Urban,45.180481,28.787367,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0207A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO037A,"Giurgiu_RNMCA",STA-RO0207A,RO0207A,"GR-1",SPO-RO0207A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0,0.5,ug.m-3,89.59,Verified,Traffic,Urban,43.912903,25.974134,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0152A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0152A,RO0152A,"GJ-3",SPO-RO0152A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0.25,5,ng.m-3,90.14,Verified,Industrial,Urban,44.68211,23.375156,,,
2014#Romania.Ni in PM10.P1Y.TV.SPO-RO0152A_05015_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0152A,RO0152A,"GJ-3",SPO-RO0152A_05015_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Ni in PM10,1.07,10,ng.m-3,90.14,Verified,Industrial,Urban,44.68211,23.375156,,,
2014#Romania.Pb in PM10.P1Y.LV.SPO-RO0198A_05012_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0198A,RO0198A,"TM-6",SPO-RO0198A_05012_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,Pb in PM10,0.01,0.5,ug.m-3,56.16,Verified,Background,Suburban,45.257939,21.266975,,,
2014#Romania.As in PM10.P1Y.TV.SPO-RO0198A_05018_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0198A,RO0198A,"TM-6",SPO-RO0198A_05018_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,As in PM10,0.7,6,ng.m-3,56.16,Verified,Background,Suburban,45.257939,21.266975,,,
2014#Romania.Cd in PM10.P1Y.TV.SPO-RO0158A_05014_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0158A,RO0158A,"HD-5",SPO-RO0158A_05014_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Cd in PM10,0,5,ng.m-3,74.79,Verified,Industrial,Urban,45.37313,23.2786,,,
2014#Romania.Ni in PM10.P1Y.TV.SPO-RO0158A_05015_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0158A,RO0158A,"HD-5",SPO-RO0158A_05015_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,Ni in PM10,0.01,10,ng.m-3,74.79,Verified,Industrial,Urban,45.37313,23.2786,,,
2014#Romania.PM10.P1Y.LV.SPO-RO0066A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0066A,RO0066A,"B2 Titan",SPO-RO0066A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,28.66,40,ug.m-3,91.23,Verified,Industrial,Urban,44.411114,26.184734,RO32101,Bucuresti,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0066A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0066A,RO0066A,"B2 Titan",SPO-RO0066A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,48,50,ug.m-3,91.23,Verified,Industrial,Urban,44.411114,26.184734,RO32101,Bucuresti,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0068A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0068A,RO0068A,"B4 Berceni",SPO-RO0068A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,27.95,,ug.m-3,86.03,Verified,Industrial,Urban,44.395836,26.148348,RO32101,Bucuresti,Agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0068A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0068A,RO0068A,"B4 Berceni",SPO-RO0068A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,17,50,count,86.03,Verified,Industrial,Urban,44.395836,26.148348,RO32101,Bucuresti,Agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0070A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0070A,RO0070A,"B6 Cercul Militar",SPO-RO0070A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,63.2,Verified,Traffic,Urban,44.42889,26.120836,RO32101,Bucuresti,Agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0071A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0071A,RO0071A,"B7 Magurele",SPO-RO0071A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,24.48,40,ug.m-3,70.41,Verified,Background,Suburban,44.348888,26.033613,RO32299,Ilfov,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0071A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0071A,RO0071A,"B7 Magurele",SPO-RO0071A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,41,50,ug.m-3,70.41,Verified,Background,Suburban,44.348888,26.033613,RO32299,Ilfov,Non-agglomeration
2014#Romania.PM2.5.P1Y.TV.SPO-RO0072A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0072A,RO0072A,"B8 Balotesti",SPO-RO0072A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,PM2.5,17.81,25,ug.m-3,79.18,Verified,Background,Rural-Regional,44.616665,26.116667,,,
2014#Romania.PM2.5.P1Y.LV-S2.SPO-RO0072A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO016A,"Bucuresti_RNMCA",STA-RO0072A,RO0072A,"B8 Balotesti",SPO-RO0072A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (Stage II) for reporting PM2.5 only,Health,PM2.5,17.81,,ug.m-3,79.18,Verified,Background,Rural-Regional,44.616665,26.116667,,,
2014#Romania.PM2.5.P1Y.LVMOT.SPO-RO0074A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO017A,"Cluj",STA-RO0074A,RO0074A,"CJ-2",SPO-RO0074A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus applicable margin of tolerance (LVMOT),Health,PM2.5,20.28,26,ug.m-3,91.51,Verified,Background,Urban,46.775002,23.596678,RO11301,Cluj-Napoca,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0075A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO017A,"Cluj",STA-RO0075A,RO0075A,"CJ-3",SPO-RO0075A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,46.6,50,ug.m-3,72.6,Verified,Background,Urban,46.765278,23.550278,RO11301,Cluj-Napoca,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0078A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0078A,RO0078A,"DJ-1",SPO-RO0078A_00005_100,NO,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,38.44,50,ug.m-3,73.97,Verified,Traffic,Urban,44.318611,23.806116,,,
2014#Romania.SO2.P1Y.CL.SPO-RO0080A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,6.52,20,ug.m-3,80.95,Verified,Traffic,Urban,44.326664,23.778622,RO41101,Craiova,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0080A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00005_100,NO,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,51.32,50,ug.m-3,66.03,Verified,Traffic,Urban,44.326664,23.778622,,,
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0080A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,81.34,Verified,Traffic,Urban,44.326664,23.778622,RO41101,Craiova,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0080A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,81.34,Verified,Traffic,Urban,44.326664,23.778622,RO41101,Craiova,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0080A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00008_100,NO,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,67.39,Verified,Traffic,Urban,44.326664,23.778622,,,
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0080A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO018A,"Craiova",STA-RO0080A,RO0080A,"DJ-3",SPO-RO0080A_00008_100,NO,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,67.39,Verified,Traffic,Urban,44.326664,23.778622,,,
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0073A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO017A,"Cluj",STA-RO0073A,RO0073A,"CJ-1",SPO-RO0073A_00005_100,NO,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,3,50,count,77.26,Verified,Traffic,Urban,46.778332,23.61557,,,
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0076A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO017A,"Cluj",STA-RO0076A,RO0076A,"CJ-4",SPO-RO0076A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,91.48,Verified,Industrial,Urban,46.782223,23.630569,RO11301,Cluj-Napoca,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0083A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0083A,RO0083A,"IS-1",SPO-RO0083A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,3.35,20,ug.m-3,84.7,Verified,Traffic,Urban,47.156667,27.574722,RO21301,Iasi,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0083A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0083A,RO0083A,"IS-1",SPO-RO0083A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,56.28,50,ug.m-3,53.97,Verified,Traffic,Urban,47.156667,27.574722,RO21301,Iasi,Agglomeration
2014#Romania.C6H6.P1Y.MO.SPO-RO0083A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0083A,RO0083A,"IS-1",SPO-RO0083A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,C6H6,3.38,,ug.m-3,61.2,Verified,Traffic,Urban,47.156667,27.574722,RO21301,Iasi,Agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0084A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0084A,RO0084A,"IS-2",SPO-RO0084A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,59.06,Verified,Background,Urban,47.151112,27.583614,RO21301,Iasi,Agglomeration
2014#Romania.NO2.P1Y.LV.SPO-RO0084A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0084A,RO0084A,"IS-2",SPO-RO0084A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,27.77,40,ug.m-3,69.54,Verified,Background,Urban,47.151112,27.583614,RO21301,Iasi,Agglomeration
2014#Romania.NO2.P1Y.LVmaxMOT.SPO-RO0084A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0084A,RO0084A,"IS-2",SPO-RO0084A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus maximum margin of tolerance,Health,NO2,27.77,60,ug.m-3,69.54,Verified,Background,Urban,47.151112,27.583614,RO21301,Iasi,Agglomeration
2014#Romania.SO2.P1Y-daysAbove125.LV.SPO-RO0085A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0085A,RO0085A,"IS-3",SPO-RO0085A_00001_100,YES,1 year day exceed 125,Days in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,3,count,100,Verified,Industrial,Urban,47.158058,27.614458,RO21301,Iasi,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LVmaxMOT.SPO-RO0085A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0085A,RO0085A,"IS-3",SPO-RO0085A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,97.65,Verified,Industrial,Urban,47.158058,27.614458,RO21301,Iasi,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0086A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0086A,RO0086A,"IS-4",SPO-RO0086A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,4.08,20,ug.m-3,93.7,Verified,Background,Rural-Near_city,47.198891,27.545277,RO21301,Iasi,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0086A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0086A,RO0086A,"IS-4",SPO-RO0086A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,37.43,50,ug.m-3,93.7,Verified,Background,Rural-Near_city,47.198891,27.545277,RO21301,Iasi,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0086A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0086A,RO0086A,"IS-4",SPO-RO0086A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,90.15,Verified,Background,Rural-Near_city,47.198891,27.545277,RO21301,Iasi,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0086A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0086A,RO0086A,"IS-4",SPO-RO0086A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,90.15,Verified,Background,Rural-Near_city,47.198891,27.545277,RO21301,Iasi,Agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0087A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0087A,RO0087A,"IS-5",SPO-RO0087A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,88.72,Verified,Background,Suburban,47.13716,27.693067,RO21399,Iasi,Non-agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0087A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0087A,RO0087A,"IS-5",SPO-RO0087A_00005_100,NO,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,26,50,count,89.04,Verified,Background,Suburban,47.13716,27.693067,,,
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0087A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO019A,"Iasi_retea",STA-RO0087A,RO0087A,"IS-5",SPO-RO0087A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,88.05,Verified,Background,Suburban,47.13716,27.693067,RO21399,Iasi,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0092A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,78.9,Verified,Background,Urban,46.064224,23.563482,RO12199,Alba,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0092A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,81.62,Verified,Background,Urban,46.064224,23.563482,RO12199,Alba,Non-agglomeration
2014#Romania.NO2.P1Y.LV.SPO-RO0092A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,21.16,40,ug.m-3,79.1,Verified,Background,Urban,46.064224,23.563482,RO12199,Alba,Non-agglomeration
2014#Romania.NO2.P1Y.LVmaxMOT.SPO-RO0092A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO021A,"Alba_RNMCA",STA-RO0092A,RO0092A,"AB-1",SPO-RO0092A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus maximum margin of tolerance,Health,NO2,21.16,60,ug.m-3,79.1,Verified,Background,Urban,46.064224,23.563482,RO12199,Alba,Non-agglomeration
